-165	7837	7838
-166	69335	7842
-167	7980	7981
-168	8037	8038
-169	8079	8080
-170	4169	8089
-171	8243	8244
-172	8421	8422
-173	1348	212683
-174	4169	8802
-175	8853	8854
-176	1466	6871
-177	8988	3488
-178	8988	8993
-179	9018	9019
-180	9022	9023
-181	9300	9301
-182	9385	9386
-183	276752	972
-184	9477	9478
-185	9500	9501
-186	9505	9506
-187	9730	9731
-188	9736	8243
-189	9836	9837
-190	9988	240958
-191	10013	9026
-192	14145	10207
-193	10256	10257
-194	10348	10349
-195	10362	10363
-196	123018	8396
-197	156968	1447
-198	10401	96575
-199	10427	10428
-200	1909	10491
-201	10496	10497
-202	1223	10507
-204	1223	10521
-205	1223	10562
-206	1223	10574
-207	1223	10591
-209	1185	10645
-210	1466	10705
-211	1201	2605
-212	1201	10816
-213	10819	2030
-214	10828	10829
-215	1201	10838
-216	10843	10844
-217	1201	10889
-218	10917	10918
-219	10954	10955
-220	34177	752479
-221	1201	1072	9026
-222	5178	7833
-223	5178	1056
-224	11071	8993
-225	4169	1744
-226	772245	1723
-227	11231	11232
-228	11532	449066
-229	9916	2226
-231	11788	11789
-232	12087	12088
-233	221578	3102
-234	12460	12461
-235	106653	1447
-236	12491	12492
-237	9315	1723
-238	12639	138562
-239	12656	12657
-240	12720	12721
-241	10655	1723
-242	9367	12721
-243	13110	13111
-244	13544	13545
-245	2764	13679
-247	13946	13947
-248	14294	14295
-249	14330	14331
-250	69339	14307
-251	14594	14595
-252	5783	14881
-254	15594	15595
-255	15616	247813
-256	15612	7562
-257	15632	15633
-258	15667	1194	15668
-259	15958	15957
-260	16130	16131
-261	5918	16158
-262	16201	16202
-263	1466	2100
-264	16407	16408
-265	2764	16415
-266	5918	953
-267	3733	16498
-268	12656	16527
-269	16530	16531
-270	10383	953
-271	16607	98320
-272	16610	16611
-273	16613	16614
-274	16624	1754
-275	1269	16662
-276	16668	1943
-277	16698	1943
-278	16835	16836
-279	16916	16917
-280	1201	17087
-281	89278	1494
-282	17173	17174
-283	1201	17508
-284	17592	17593
-285	1262058	17815
-286	17969	303106
-287	16380	109536
-288	1229	4183
-289	18351	18352
-290	18631	18614
-291	18664	2935
-292	7984	1723
-293	323867	1844
-294	19348	19349
-295	19497	96580
-296	16865	19502
-297	438	1442
-298	19639	19640
-299	15087	19673
-300	19870	19871
-301	19911	19912
-302	19972	19973
-303	20011	20012
-304	5918	1375952
-305	6551	1070815
-306	20469	20470
-307	20511	20512
-308	20522	3555
-309	20543	20544
-310	20546	20547
-311	20694	20695
-312	20718	3532
-313	20928	20935
-314	20937	20935
-315	24686	1447
-316	9500	21039
-317	21045	21046
-318	9500	21053	21054
-319	21063	11393
-320	21216	21217
-321	1185	21240
-322	21275	21276
-323	21433	21434
-324	21515	21516
-325	179907	1447
-326	2676	21601
-327	1959	21603
-328	1298	21605
-329	1223	1744
-330	1959	21616
-331	1959	21617
-332	1959	12338
-333	1959	21623
-334	21702	8276
-335	948476	292782	9343
-336	22214	22215
-337	5783	22437
-338	21471	1442
-339	22501	22502
-340	22490	22064
-341	22744	22745
-342	157667	151340
-344	22965	124341
-345	19348	23118
-346	23256	23257
-347	23336	23337	73096
-348	3028	17815
-349	111736	23662
-350	23718	23719
-351	24176	24177
-352	24215	914
-353	24272	1447
-354	16577	24386
-355	6293	63132
-356	11863	12721
-357	24642	1723
-358	65481	3529
-359	25031	1744
-360	25176	2405
-361	3552	25191
-362	25244	25245
-363	2869	25365
-364	25418	25419
-365	25431	25432
-366	25435	25436
-367	25501	25502
-368	610217	25207
-369	4159	25535
-370	24672	1447
-371	25579	25580	25581
-372	5783	6866
-373	427167	25618
-374	427167	25620
-375	25642	25207
-376	25694	25695	25696
-377	25714	25715
-378	20394	25741
-379	25774	25775
-380	25784	25785
-381	19874	25792
-382	278301	25921
-383	1201	26387
-384	26395	6296
-385	499187	26403
-386	4086	26753
-388	231765	10428
-389	27126	247813
-390	27401	27402
-391	27487	27488
-392	27744	27745
-393	644622	25908
-394	27749	25910
-395	27829	27830
-396	28061	28062
-397	33525	5950
-398	28094	7335
-399	28096	28097
-400	28155	28156
-401	16143	28237
-402	28721	28722
-403	7969	1844
-404	28764	28769
-405	154419	2030
-406	29299	15510
-407	29400	4435
-408	16380	29861
-409	43910	2030
-410	15352	30579
-412	1200	30627
-413	30634	30635
-414	30637	30638
-415	30646	30647
-416	30637	30649
-417	6922	1327394
-418	1532	31291
-419	4169	31296
-420	14594	31303
-421	5783	31314
-422	31375	31376
-423	14594	31819
-424	147499	11126
-425	25449	1839
-426	15087	32067
-427	32202	887835
-428	3117	32249
-429	58162	32427
-430	32601	1819
-431	25071	1819
-433	32758	13260
-434	32801	25792
-435	22876	7154
-436	32984	32985
-437	7163	1494
-438	4159	32991
-439	15990	33085
-440	33177	33178
-441	1201	33271
-442	24553	21339
-443	9667	899
-444	33596	33597
-445	58162	64785
-447	33879	31296
-448	555030	34046
-449	211855	81174
-450	31764	528023
-451	34391	4621
-452	34391	34411
-453	19348	34465
-454	16143	35087
-455	1201	35091
-456	1466	35095
-457	35106	310908
-458	952	12660
-459	35191	35192
-460	35196	1358
-461	21	35210	35211
-462	278327	972
-463	3733	35230
-464	9500	639681
-465	31375	35239
-466	35246	35247
-467	35279	3415
-468	6770	103293
-469	12491	35293
-470	35360	35361
-471	127135	914
-472	4034	35399
-473	326072	63004
-474	36453	11668
-475	36687	36688
-476	36745	36746
-477	1194	36790
-478	36984	36985
-479	19512	37029
-480	2764	37182
-481	34121	21266
-482	37296	5910
-483	2676	37353
-484	37388	27488
-485	13946	21039
-487	16407	37664
-488	7793	37702
-489	37711	37712
-490	1201	37829
-491	37954	22064
-492	38126	38127
-493	38145	38146
-494	3691	22935	38201
-495	11532	38250
-496	16143	32671
-497	15072	31303
-498	24106	1447
-499	567851	10428
-500	38477	38478
-501	9501	7490
-502	38542	3553
-503	38804	32109
-504	3733	27996
-505	4169	38819
-506	38906	303106
-507	39136	39137
-508	533922	39147
-509	39151	13760
-510	833	899
-511	39916	39917
-512	2106	40088
-513	40488	40489
-514	752903	40706
-515	40950	8861
-516	41409	41410
-517	18730	5376
-518	9136	28261
-519	8829	17966
-520	41833	41834
-521	42102	42103
-522	42175	8936
-523	42202	663375
-524	42268	31034
-525	42300	42301
-526	4169	42310
-527	9736	42323
-528	42494	899
-529	42515	42516
-530	42566	1844
-531	42613	42614
-532	42775	1463503
-533	15072	42909
-534	4045	43066
-535	43118	1839
-536	43175	43176
-537	43506	43518
-539	43679	43680
-540	16143	43804
-541	28654	21516
-542	14637	25071
-543	43933	826397
-544	14307	43944
-545	4159	43948
-546	38835	44155
-547	153260	1442
-548	44347	21601
-549	44351	21601
-550	25605	3494
-551	44495	44496
-552	44516	44517
-553	44534	44535
-554	19348	134526
-555	36685	972
-556	38208	38209
-557	44914	41609
-558	157199	45048
-559	7175	45149
-560	45333	3529
-561	45480	1150559
-562	45488	45489
-563	20469	45510
-564	822	8936
-565	45562	1024
-566	45588	114389
-567	45661	45662
-568	33739	45691
-569	1185	45726
-570	45778	45779
-571	968363	1723
-572	7479	1447
-573	15696	1042
-574	46092	46093
-575	9259	1844
-576	46206	46207
-578	46249	3632
-579	46259	46260
-580	46285	46286	39433
-581	14594	46381
-582	46376	1442
-583	1877	1943
-584	46510	46511
-585	46775	1447
-586	46846	914
-587	46889	345130
-588	47034	47035
-589	13305	6285
-590	47082	47083
-591	47093	45691
-592	47340	47341
-593	76673	688497
-594	19348	14325	47785
-595	48018	48019
-596	1185	48148	32563
-597	48368	48369
-598	48379	16611
-599	48381	16614
-600	1225	48564
-601	1185	48568
-602	6551	21039
-603	1466	368876
-604	1466	48580
-605	48604	48605
-608	49101	49102
-609	26978	49179
-610	49310	13260
-611	10278	12721
-612	49542	49543
-614	49769	49770
-615	50079	39147
-616	50110	50111
-617	50126	32553
-618	9136	50261
-619	50306	50307
-620	15361	50314
-621	7380	50340
-622	50356	826397
-623	7174	50374
-624	50794	50795
-625	50855	50856
-626	1502	13219
-627	225788	51414
-628	51598	7113
-629	47067	17815
-630	51598	1447
-631	51594	1665696
-632	51598	3102
-633	8046	3494
-634	275889	914
-635	51915	51175
-636	31248	4554
-637	31248	1391
-638	73783	51932
-639	52018	52019
-640	52028	52029
-641	52036	52037
-642	31248	3119	52056
-643	19348	52236
-644	52501	688497
-645	52568	52569
-646	5123	50349
-647	1014937	9023
-648	39839	53308
-649	53423	663375
-650	53720	1943
-651	53755	53756
-652	16530	53761
-653	1431874	133895
-654	14245	54108
-655	54332	9026
-656	1201	54526
-657	1435245	605972
-658	2748	54609
-659	2748	54611
-660	2214	9019
-661	14637	55124
-662	55132	55133
-663	20470	55143
-665	9667	55279
-666	55291	55292
-667	25439	55447
-668	204845	9019
-669	174954	1327394
-670	843	55692
-671	11532	55762
-672	55826	47522
-673	56189	28732
-674	142963	1943
-675	9136	56206
-676	111510	7113
-677	56298	651
-678	56467	41605
-679	578749	56472
-680	56478	56479	56480
-681	1225	56486
-682	1185	56489
-683	56550	56564
-684	56740	56741
-685	56743	56744
-686	56755	3532
-687	56780	9019
-688	47514	56741
-689	47517	56744
-691	56848	826397
-692	56919	9019
-693	56960	826397
-694	56963	56741
-695	56963	56744
-696	312655	826397
-697	57025	826397
-698	57033	428976
-699	1358088	826397
-700	57084	57085
-701	57094	56741
-702	57094	56744
-703	1035762	56741
-704	57101	56744
-705	7908	826397
-706	25605	826397
-707	57259	57260
-708	57259	57261
-709	57263	57264
-710	57265	57266
-711	57267	57264
-712	57268	57266
-713	57331	3532
-714	57431	57432
-715	1466	57530
-716	10688	8906
-717	15460	57266
-718	47082	57630
-719	142214	972
-720	18730	18732
-721	58089	58090
-722	58098	18732
-723	58162	58482
-724	58746	57266
-725	58748	57266
-726	5404	57266
-727	7188	57266
-728	58881	1978
-729	59002	59003
-730	59518	59519	59520
-731	59522	42037	59523
-733	26987	1844
-734	15040	57266
-735	141200	1447
-736	60141	124340
-737	64381	7462
-738	60220	60221
-739	60231	1442
-740	60495	60496
-741	3733	60545
-742	32432	40738
-743	20469	44747
-744	61019	61022	1327394
-745	61019	61027
-746	39427	855
-747	25476	3852
-748	37744	1200553
-749	68560	1723
-750	108963	1844
-751	952	61205
-752	61208	61209
-753	61332	61333
-754	61338	53308
-755	9736	61411
-756	27488	23791
-757	61423	2072
-758	61435	332347
-759	4159	61488
-760	112310	1447
-761	9921	61531
-762	61543	61544
-763	35191	181361
-764	10724	1447
-765	10717	2030
-766	61767	3198
-767	61796	1723
-768	61832	1685
-769	61905	61906
-770	4159	61931
-771	13549	1523
-772	61979	3532
-773	1985	62039
-774	62046	62047
-776	62046	21589
-777	62058	62059
-778	65248	12721
-779	62091	1812
-780	62102	62103
-781	62414	62416
-782	62463	62464
-783	12656	62519
-784	16380	62604
-786	12488	62723
-787	14637	63118
-788	63204	63205	991726
-789	63416	63417
-791	4219	4601	4602
-792	63609	63610
-793	11532	46627
-794	63733	63734
-795	1185	3549
-796	63740	24108
-797	13114	1447
-798	63852	37607
-799	7911	63868
-800	849886	63912
-801	45042	63951
-802	63958	63959
-803	63979	63980
-804	1185	46069
-805	64021	833314
-806	64025	629314
-807	64029	64030
-808	64077	96906
-809	64036	338448
-810	64044	64045
-811	89086	10864
-812	35114	55494
-813	11400	64105
-814	1201	64164
-815	1587	64171
-816	64198	910115
-817	64222	13260
-818	64086	37818
-819	1466	19343
-820	694597	64313
-821	64370	64371
-822	64376	64377
-823	10980	64451
-824	41661	64466
-825	1466	64532
-826	47082	64539
-827	571639	5194
-828	64616	64617
-829	64646	64647
-830	1185	64673
-831	53755	64683
-832	64689	64690
-833	1201	64733
-834	2764	64736
-835	167089	1754
-836	641603	64834
-837	19040	64910
-838	10980	65054
-839	4169	65115
-840	42242	972
-841	65141	899
-842	65144	3825
-844	65276	65277
-845	3733	65311
-847	5783	1269536
-848	65487	65488	65489
-849	47082	65495
-850	65503	65504
-851	65539	65540
-852	65556	1442
-853	65666	55665
-854	65701	292781
-855	7967	1844
-857	65807	65808
-858	32401	32671
-859	14664	65878
-861	128070	1118706
-862	16530	28713
-863	66092	8823
-864	66125	66126
-865	4169	66183
-866	4169	66195
-867	66598	66599
-868	66723	66724
-869	66853	4757
-870	66857	4757
-871	366694	12721
-872	20469	66936
-873	9921	31303
-874	67188	67189
-875	32650	37607
-876	67379	37607
-877	53297	67429
-878	9282	67490
-879	9320	1723
-880	10919	12721
-881	9323	12721
-882	10596	8906
-883	10186	12721
-884	10213	12721
-885	67670	623307
-886	9716	12721
-887	9485	12721
-888	9510	12721
-889	9558	1723
-890	66700	12721
-891	68424	68425
-892	68434	62414
-893	60392	62414
-894	9136	68495
-895	1587	2405
-896	68568	1844
-897	287197	1723
-898	68614	68615
-899	6551	68641
-900	11315	1844
-901	75099	1327394
-902	68735	11717
-903	11310	12721
-904	10184	12721
-905	7919	1447
-906	11729	1447
-907	1875892	1447
-908	498127	1844
-909	11543	1447
-910	1120091	1844
-911	595632	1447
-912	38428	2030
-913	47082	69117
-914	69161	899
-915	177842	69153
-916	69285	69286
-917	69386	69387
-918	69399	124482
-919	240583	1327394
-920	69419	69420
-921	174778	1327394
-922	69516	1447	6285
-923	618607	1723
-924	69634	972
-925	368570	96580
-926	186193	69873
-927	69946	129710
-928	69971	56564
-929	70028	70029
-930	70100	70101
-931	70206	70207
-932	70222	49179
-933	70305	70306
-934	231885	1327394
-935	70324	70325
-936	70398	470615
-937	1201	70409
-938	70450	70451
-939	739321	1844
-940	70525	70526
-941	70525	63971
-942	12460	70597
-943	528023	70613
-945	70683	18181
-946	38542	14303
-947	977285	983
-948	20789	37607
-949	70794	70795
-950	48604	5937
-951	21446	70877
-952	70922	8906
-953	70939	32550
-954	37744	71249
-956	1185	71494
-957	71533	71534
-958	71617	71618
-959	71654	71657
-960	71722	71723
-961	11050	1798
-962	71872	17760
-963	1502	71879
-964	10128	2869	72112
-965	103912	56564
-966	53297	70101
-967	11013	1523
-968	72424	752479
-969	9921	72702
-970	148328	1447
-971	4932	31303
-972	72865	972
-973	72924	1447
-974	72934	1087
-975	1389907	73043
-976	24641	688497
-977	22106	73094	73095	73096
-978	4086	73114
-979	4045	1223
-980	4086	73151
-981	16835	11755
-982	16835	3128
-983	16835	73320
-984	1201	20574
-985	21702	72216
-986	73420	2605
-987	2764	73424
-988	1185	73746
-990	73882	73883
-991	73903	73904
-992	73915	73916
-993	4728	14303
-994	74079	74080
-995	1185	24176
-996	1185	24176	74146
-997	74149	74150
-998	22876	74338
-999	74476	74477
-1000	72412	74529
-1001	74653	74654
-1002	1916	74662
-1003	29728	243899
-1004	42175	74846
-1005	14594	11985
-1006	75027	75028
-1007	75072	75073
-1008	75158	61333
-1009	9136	75161
-1010	75216	75217
-1011	75238	53308
-1012	60651	75550
-1013	75571	64030
-1014	42268	75804
-1015	286604	12721
-1016	423	1544367
-1017	75907	75908	75909	972
-1018	75914	266727
-1019	75921	75922
-1020	1959	76070
-1021	76072	332347
-1022	76093	34498
-1023	20330	11327
-1024	25726	12721
-1025	76485	76486
-1026	25699	44994
-1027	76529	76530
-1028	12141	1447
-1029	44514	44515
-1030	76757	76758
-1031	322078	76875
-1032	822	64910
-1033	76652	1447
-1034	833	77065
-1035	49769	64243
-1036	12460	42175	77128
-1037	822	77128
-1038	25418	77228
-1039	77358	77359
-1040	77372	77373
-1041	16865	77382
-1042	1250038	77421
-1043	77435	77436
-1044	15072	1530
-1045	9125	138562
-1046	25911	77568
-1047	1130783	26932
-1048	77570	66559
-1049	48361	2072
-1050	77774	1447
-1051	77781	663375
-1052	39460	77311
-1053	39460	9026
-1054	77987	46045
-1055	22876	77994
-1056	54139	77996
-1057	75745	793919
-1058	19512	78015
-1059	822	21039
-1060	78107	11881
-1061	19348	74338
-1062	119974	74338
-1063	78139	267108
-1064	4015	11327
-1065	181	66559
-1066	15072	78328
-1067	78525	6392
-1068	78525	1465
-1069	53374	78528
-1070	63416	78528
-1071	78585	78586
-1072	78589	69286
-1073	16143	78594
-1074	900	28722
-1075	38804	65170
-1076	75555	1327394
-1077	74199	78974
-1078	79141	79142
-1079	79145	79146
-1080	79236	79237
-1081	718641	972
-1082	79294	79295
-1083	79529	79530
-1084	52449	79555
-1085	79646	271856
-1086	4192	4157
-1087	79745	1192324
-1088	79786	70029
-1089	2485	79863
-1090	79927	456
-1091	14294	79938
-1092	4159	80085
-1093	80087	80088
-1094	16143	1358
-1095	4159	80227	80228
-1096	21265	69741
-1097	10362	80515
-1098	4203	50077
-1099	80721	80722
-1100	80775	55311
-1101	70100	80791
-1102	291816	1409974
-1103	33830	1447
-1104	62433	32671
-1105	57706	1327394
-1106	81176	54755
-1107	833882	81280
-1108	81477	81478
-1109	1641	81520
-1110	38879	21516
-1111	81667	81668
-1112	47082	81723
-1113	81819	23257
-1114	80941	79724
-1115	209511	271379
-1116	39206	21516
-1117	82006	50487
-1118	82191	82192
-1119	58089	82232
-1120	1201	82246
-1121	82624	82625
-1122	4674	82631
-1123	16380	50487
-1124	16380	54982
-1125	83021	83022
-1126	249459	10864
-1127	11532	83099
-1128	50300	83139
-1129	4560	83157
-1130	833	14303
-1131	83312	7317
-1132	83312	83314
-1133	73184	83325
-1134	18310	171250
-1135	83474	83475
-1136	61332	83482
-1137	14594	83677
-1138	83687	14253
-1139	83699	8617
-1140	83725	83726
-1141	9758	72934
-1142	16143	63061
-1143	9477	83887
-1144	61905	83923
-1145	83949	899
-1146	84022	84023
-1147	81176	84028
-1148	35106	76550
-1149	84150	84151
-1150	84195	84196
-1151	11532	73252
-1152	1223	84232
-1153	46150	81922
-1154	84825	84826
-1155	2106	1744
-1156	85075	85076
-1157	225450	39137
-1158	69708	26378
-1159	85196	85197
-1160	14637	85449
-1161	78107	85457
-1162	85492	6871
-1163	19512	85524
-1164	3733	85526
-1165	85548	8080
-1166	85558	85559
-1167	85572	85573
-1168	16143	85582
-1169	1974169	1389907
-1170	85663	85664
-1171	85670	85671
-1172	85724	85725
-1173	85888	1494
-1174	112507	972
-1175	7489	85909
-1176	85966	43053
-1177	36209	1839
-1178	86132	3488
-1179	86156	103293
-1180	86166	1447
-1181	1201	86185
-1182	66137	1844
-1183	15361	1201
-1184	494189	86452
-1185	86538	86539
-1186	1466	86559
-1187	1587	37182
-1188	1466	86582
-1189	7793	37703
-1190	86723	45667
-1191	64785	37931
-1192	1298	7736
-1193	86895	37607
-1194	1466	86930
-1195	86925	1447
-1196	1466	86948
-1197	1201	57630
-1198	87020	87021
-1199	16380	54902
-1200	9136	34365
-1201	87324	87325
-1202	87449	87450
-1203	87498	3198
-1204	19040	87512
-1205	11532	87536
-1206	70693	70694
-1207	87600	87601
-1208	52843	87733
-1209	1072	3488
-1210	34328	17031
-1211	267831	1839
-1212	87879	983
-1213	31375	87921
-1214	87954	87955
-1215	63693	1943
-1216	1201	88059
-1217	113363	1754
-1218	19348	88170
-1219	19348	88181
-1220	1201	88188
-1221	88199	8617
-1222	65476	5512
-1223	2661	88264
-1224	4527	88277	62698
-1225	19348	88303
-1226	10383	8503
-1227	70582	1042
-1228	1400	20574
-1229	1201	88529
-1230	1466	88551
-1231	88704	26004
-1232	61311	88734
-1233	88753	26348
-1234	88772	54755
-1235	1466	28011
-1236	14325	41122
-1237	89091	5220
-1238	415744	32547
-1239	89223	89224
-1240	89266	2405
-1241	3814	89281
-1242	194962	914
-1243	2676	89328
-1244	89337	89328
-1245	2676	81088
-1246	73252	32565
-1247	89489	89490
-1248	70939	89735
-1249	89753	1327394
-1250	45023	89819
-1251	89990	89991
-1252	2764	26387
-1253	90340	25207
-1254	1641	1843
-1255	47082	90926
-1256	211855	90966
-1257	1465	91008
-1258	1201	91013
-1259	1466	91017
-1260	1853	53192
-1261	17134	1523
-1262	74217	914
-1263	801	79146
-1264	4169	91225
-1265	1348	91241
-1266	822	41605
-1267	91271	73092
-1268	91280	3532
-1269	90900	2402
-1270	91351	57630
-1271	91533	91534
-1272	1909907	91825
-1273	92001	22215
-1274	549213	972
-1275	738562	31967
-1276	16407	71249	72413
-1277	50077	71247
-1278	92285	1685
-1279	166578	972
-1280	92314	92315
-1281	42175	5784	330613
-1282	27310	81280
-1283	594212	606781
-1284	15072	631486
-1285	92535	91517
-1286	875339	81280
-1287	92627	92557
-1288	92646	92630
-1289	92856	92857
-1290	994855	149838
-1291	157649	1331
-1292	196103	45667
-1293	93358	93359
-1294	1201	93375
-1295	1201	93433
-1296	93603	14037
-1297	93605	93606
-1298	1081	61346
-1299	33891	1943
-1300	93799	15066	93801
-1301	93819	93820
-1302	93881	13260
-1303	93883	16393
-1304	93937	62064
-1305	196103	63754
-1306	73247	1839
-1307	65991	89569
-1308	668248	1409974
-1309	151589	1447
-1310	367984	1042
-1311	367984	297978
-1312	16143	94477
-1313	7736	13237
-1314	25031	1072
-1315	94830	48157
-1316	94880	94881
-1317	94896	94897
-1318	94909	1943
-1319	94986	96580
-1320	24995	96580
-1321	9365	95054
-1322	4485	1447
-1323	580271	95127
-1324	95331	25436
-1325	339497	13260
-1326	2764	2095
-1327	38542	1070815
-1328	51799	40429
-1329	15072	46285
-1330	89139	84060
-1331	83949	14303
-1332	95899	21054
-1333	4086	82232
-1334	30915	1241
-1335	13919	13920
-1336	359797	914
-1337	45413	1523
-1338	12460	41605
-1339	81924	9026
-1340	19348	96672
-1341	83944	71399
-1342	62064	914
-1343	1466	38836
-1344	2764	96924
-1345	96928	96926
-1346	96941	15998
-1347	1466	97046
-1348	59884	97077
-1349	429713	97094
-1350	97571	1327394
-1351	97140	1819
-1352	14765	30707
-1353	28061	97164
-1354	96994	55494
-1355	95196	97233
-1356	754040	1206951
-1357	86625	92557
-1358	97362	2405
-1359	97384	92557
-1360	977780	97486
-1361	9136	97499
-1362	97994	97995
-1363	98083	13260
-1364	833995	124482
-1365	142786	45072
-1366	98271	98272
-1367	98381	98382
-1369	1201	98449
-1370	1201	98457
-1371	98488	98489
-1372	98498	764423
-1373	98502	764423
-1374	95211	1447
-1375	91847	92557
-1376	98602	98603
-1377	98652	98653
-1378	95694	3198
-1379	98970	6012
-1380	454439	1331
-1381	10977	6403
-1382	99053	87213
-1383	53297	12338
-1384	4058	99191
-1385	99290	99291
-1386	35106	94891
-1387	99337	99338
-1388	99340	99341
-1389	101474	1798
-1390	99394	99395
-1391	99397	466761
-1392	32984	99571
-1393	945384	1042
-1394	99718	99719
-1395	99851	3632
-1396	583195	46929
-1397	98970	100007
-1398	9136	77399
-1399	100065	100066
-1400	291074	292781
-1401	100209	58240
-1402	100335	100336
-1403	100459	9902
-1404	1868136	64310
-1405	100629	25823
-1406	100716	1665696
-1407	100767	100768
-1408	1466	34409
-1409	3733	374217	62047
-1410	100991	2039
-1411	101242	101246
-1412	101376	84060
-1413	38482	305873
-1414	556009	101438
-1415	101450	101451
-1416	101468	101469
-1417	49925	98352
-1418	1201	101601
-1419	9136	101672
-1420	101858	101859
-1421	86558	21589
-1422	9500	101906
-1423	101925	42301
-1424	18363	271379
-1425	101994	101995
-1426	102086	102087
-1427	71699	30707
-1428	9500	21427
-1429	102178	9026
-1430	1185	1429471
-1431	65503	102238
-1432	102396	28722
-1433	102410	1798
-1434	195450	1685
-1435	1466	102511
-1436	102516	1819
-1437	10443	10428
-1438	102622	102623
-1439	102658	11747
-1440	308804	3494
-1441	1201	102703
-1442	77293	102711
-1443	38547	102814
-1444	102858	102859
-1445	102861	102862	102863
-1446	102938	102939
-1447	1201	102984
-1448	103034	84196
-1449	103121	81080
-1450	103162	44055
-1451	8431	1042
-1452	103247	103248
-1453	70683	18175
-1454	70683	18158
-1455	3733	77852
-1456	103289	103290
-1457	103352	38968
-1458	11532	103360
-1459	103512	1819
-1460	103661	62064
-1461	100675	1943
-1462	103850	98653
-1463	88687	9281
-1464	70683	18180
-1465	28789	19640
-1466	79520	104307
-1468	104401	61260
-1469	104414	104415
-1470	104463	104464
-1471	104511	104512
-1472	3733	104551
-1473	53297	1392477
-1474	197344	61260
-1480	4978	1819
-1481	151852	1447
-1482	1184601	105129
-1483	105222	105223
-1484	105316	332347
-1485	105365	105366
-1486	105387	105388
-1487	599120	663375
-1488	105464	105465
-1489	105509	105510
-1490	6551	105625
-1491	105980	1201814
-1492	208469	1394655
-1493	2918	10428
-1494	106129	106130
-1495	27126	133895
-1496	12096	1798
-1497	44420	1447
-1498	92185	106341
-1499	602	106346
-1500	106356	27812
-1501	94508	5910
-1502	106520	70809
-1503	106520	106524
-1504	106546	106547
-1505	15361	106589
-1506	7837	67220
-1507	7837	106593
-1508	106595	106596
-1509	106599	106600
-1510	1502	104744
-1511	25476	13260
-1512	155507	1844
-1513	52028	39868
-1514	50373	99469
-1515	1031	21516
-1516	106914	106915	106916
-1517	545054	567471
-1518	107100	107101
-1519	107100	107103
-1520	107303	30703
-1521	50077	83171
-1522	80087	107424
-1523	125445	107439
-1524	56924	107479
-1525	899	107497
-1526	1587	285446
-1527	71369	107547
